SMILES,IC50,pIC50,curated_SMILES
CC1N=C(c2ccccc2Cl)c2c(/N=N\c3ccc(O)c4ccccc34)cccc2NC1=O,0.02,7.698970004336019,CC1N=C(c2ccccc2Cl)c2c(/N=N\c3ccc(O)c4ccccc34)cccc2NC1=O
CC(=O)[C@]1(Cc2ccc(C)cc2)CC[C@]2(C)OO[C@@]1(C)O2,10.0,5.0,CC(=O)[C@]1(Cc2ccc(C)cc2)CC[C@]2(C)OO[C@@]1(C)O2
Cn1c(=O)c2c(S(C)(=O)=O)snc2n(C)c1=O,4.7,5.327902142064282,Cn1c(=O)c2c(S(C)(=O)=O)snc2n(C)c1=O
CN1CCC(NCc2cccc(-c3ccc(S(=O)(=O)NCc4ccccc4)cc3)c2)CC1,3.0,5.522878745280337,CN1CCC(NCc2cccc(-c3ccc(S(=O)(=O)NCc4ccccc4)cc3)c2)CC1
c1ccc(Oc2ccc(-c3cncc(-c4ccc5[nH]ccc5c4)n3)cc2)cc1,3.4,5.468521082957745,c1ccc(Oc2ccc(-c3cncc(-c4ccc5[nH]ccc5c4)n3)cc2)cc1
CC(C)=CCC/C(C)=C\CNCCNC1C2CC3CC(C2)CC1C3,4.9,5.309803919971486,CC(C)=CCC/C(C)=C\CNCCNC1C2CC3CC(C2)CC1C3
CCNCCNc1cc(-c2ccc(C(F)(F)F)cc2)c(C#N)c2nc3ncccc3n12,4.6,5.337242168318426,CCNCCNc1cc(-c2ccc(C(F)(F)F)cc2)c(C#N)c2nc3ncccc3n12
Fc1ccc(Cl)cc1-c1nc(Nc2ccncc2)c2nccnc2n1,7.5,5.1249387366083,Fc1ccc(Cl)cc1-c1nc(Nc2ccncc2)c2nccnc2n1
CN1CCN(CCCOc2ncc(Nc3ncc(-c4ccc(C(F)(F)F)c(F)c4)nc3C(N)=O)cn2)CC1,3.0,5.522878745280337,CN1CCN(CCCOc2ncc(Nc3ncc(-c4ccc(C(F)(F)F)c(F)c4)nc3C(N)=O)cn2)CC1
COc1ccc(NC(=O)c2ccc(-c3ccc(-c4noc(C)n4)cc3C)cc2)cc1N1CCN(C)CC1,2.7,5.568636235841012,COc1ccc(NC(=O)c2ccc(-c3ccc(-c4noc(C)n4)cc3C)cc2)cc1N1CCN(C)CC1
FC(F)(F)Oc1ccc(Nc2cc(C(F)(F)F)cc3nc4ccccc4n23)cc1,3.37,5.4723700991286615,FC(F)(F)Oc1ccc(Nc2cc(C(F)(F)F)cc3nc4ccccc4n23)cc1
CN(C)CCNc1nc2ccc(Nc3cc(C(F)(F)F)c(C#N)c4nc5ccccc5n34)cc2o1,3.75,5.425968732272281,CN(C)CCNc1nc2ccc(Nc3cc(C(F)(F)F)c(C#N)c4nc5ccccc5n34)cc2o1
O=C(Nc1cc(C(F)(F)F)ccc1Cl)c1ccccc1O,0.6,6.221848749616356,O=C(Nc1cc(C(F)(F)F)ccc1Cl)c1ccccc1O
COc1ncnc(Nc2cc(C(F)(F)F)c(C#N)c3nc4ccccc4n23)c1OC,1.38,5.860120913598763,COc1ncnc(Nc2cc(C(F)(F)F)c(C#N)c3nc4ccccc4n23)c1OC
CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,2.9,5.537602002101044,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C
CCNCCNc1cc(-c2ccc(C(F)(F)F)cc2)c(C#N)c2nc3cccc(Cl)c3n12,1.62,5.790484985457369,CCNCCNc1cc(-c2ccc(C(F)(F)F)cc2)c(C#N)c2nc3cccc(Cl)c3n12
Clc1cc(Br)ccc1-c1ccc(CNCC2CCNCC2)o1,6.3,5.200659450546418,Clc1cc(Br)ccc1-c1ccc(CNCC2CCNCC2)o1
Cc1ccc(C(=O)N(CCCN)[C@@H](c2nc3cc(Cl)ccc3c(=O)n2Cc2ccccc2)C(C)C)cc1,2.2,5.657577319177793,Cc1ccc(C(=O)N(CCCN)[C@@H](c2nc3cc(Cl)ccc3c(=O)n2Cc2ccccc2)C(C)C)cc1
COc1cccc(-n2nnnc2S(C)(=O)=O)c1,6.8,5.167491087293763,COc1cccc(-n2nnnc2S(C)(=O)=O)c1
N#Cc1c(C(F)(F)F)cc(NCc2ccc(F)cc2)n2c1nc1cc(Cl)c(Cl)cc12,1.69,5.772113295386326,N#Cc1c(C(F)(F)F)cc(NCc2ccc(F)cc2)n2c1nc1cc(Cl)c(Cl)cc12
CC1NC(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2NC1=S,0.013,7.886056647693163,CC1NC(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2NC1=S
O=S(=O)(Nc1cc(C(F)(F)F)cc2nc3cc(Cl)c(Cl)cc3n12)c1ccc(OC(F)(F)F)cc1,1.09,5.962573502059376,O=S(=O)(Nc1cc(C(F)(F)F)cc2nc3cc(Cl)c(Cl)cc3n12)c1ccc(OC(F)(F)F)cc1
N#Cc1c(C(F)(F)F)cc(Nc2ccccc2OC(F)(F)F)n2c1nc1ccccc12,1.65,5.782516055786093,N#Cc1c(C(F)(F)F)cc(Nc2ccccc2OC(F)(F)F)n2c1nc1ccccc12
Cc1ccc(CNc2cc(C(F)(F)F)c(C#N)c3nc4cc(Cl)c(Cl)cc4n23)cc1,1.17,5.931814138253839,Cc1ccc(CNc2cc(C(F)(F)F)c(C#N)c3nc4cc(Cl)c(Cl)cc4n23)cc1
N#Cc1c(C(F)(F)F)cc(NCc2cccc(F)c2)n2c1nc1cc(Cl)c(Cl)cc12,0.4,6.3979400086720375,N#Cc1c(C(F)(F)F)cc(NCc2cccc(F)c2)n2c1nc1cc(Cl)c(Cl)cc12
N#Cc1c(C(F)(F)F)cc(NCc2ccccc2F)n2c1nc1cc(Cl)c(Cl)cc12,0.38,6.42021640338319,N#Cc1c(C(F)(F)F)cc(NCc2ccccc2F)n2c1nc1cc(Cl)c(Cl)cc12
CC12CCC3[C@@](C)(OO[C@]3(C)O1)O2,19.2,4.71669877129645,CC12CCC3[C@@](C)(OO[C@]3(C)O1)O2
Cn1c2nc3ccccc3c-2c(NCCc2c[nH]c3ccccc23)c2ccccc21,2700.0,2.5686362358410126,Cn1c2nc3ccccc3c-2c(NCCc2c[nH]c3ccccc23)c2ccccc21
CC1(C)CCC[C@]2(C)c3ccc(O)cc3CC[C@@H]12,19.9,4.701146923590294,CC1(C)CCC[C@]2(C)c3ccc(O)cc3CC[C@@H]12
CCCCC1[C@]2(C)OO[C@@]1(C)OO2,37.8,4.422508200162775,CCCCC1[C@]2(C)OO[C@@]1(C)OO2
CC(C)(C)OOC(C#N)(C#N)Cc1ccccc1,14.7,4.8326826652518236,CC(C)(C)OOC(C#N)(C#N)Cc1ccccc1
CN1CCN(c2c3c4ccccc4nc-3n(C)c3ccc(C(F)(F)F)cc23)CC1,4610.0,2.336299074610352,CN1CCN(c2c3c4ccccc4nc-3n(C)c3ccc(C(F)(F)F)cc23)CC1
Cn1c2nc3ccccc3c-2c(Nc2ccccc2)c2ccccc21,3070.0,2.5128616245228135,Cn1c2nc3ccccc3c-2c(Nc2ccccc2)c2ccccc21
C[C@]12OO[C@](C)(OO1)C2CCC(=O)NC1CCCCC1,66.6,4.176525770829699,C[C@]12OO[C@](C)(OO1)C2CCC(=O)NC1CCCCC1
C[C@]12OO[C@](C)(OO1)C2Cc1ccccc1,41.4,4.382999658879101,C[C@]12OO[C@](C)(OO1)C2Cc1ccccc1
C[C@]12OO[C@](C)(OO1)C2CCC(=O)NCCc1ccccc1,65.6,4.1830961606243395,C[C@]12OO[C@](C)(OO1)C2CCC(=O)NCCc1ccccc1
C[C@H]1[C@H](OC(=O)CCC(=O)O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,38.7,4.412289034981089,C[C@H]1[C@H](OC(=O)CCC(=O)O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3
CC(c1ccc(Cl)cc1)C1[C@]2(C)OO[C@@]1(C)OO2,35.5,4.449771646944906,CC(c1ccc(Cl)cc1)C1[C@]2(C)OO[C@@]1(C)OO2
Cc1ccc(CC2[C@]3(C)OO[C@@]2(C)OO3)cc1,40.0,4.3979400086720375,Cc1ccc(CC2[C@]3(C)OO[C@@]2(C)OO3)cc1
C[C@]12OO[C@](C)(OO1)C2CCC(=O)N1CCCCCC1,50.1,4.300162274132754,C[C@]12OO[C@](C)(OO1)C2CCC(=O)N1CCCCCC1
CC(=O)[C@@]1(Cc2ccc([N+](=O)[O-])cc2)CC[C@]2(C)OO[C@@]1(C)O2,22.8,4.642065152999546,CC(=O)[C@@]1(Cc2ccc([N+](=O)[O-])cc2)CC[C@]2(C)OO[C@@]1(C)O2
CC(=O)[C@@]1(Cc2ccccc2)CC[C@]2(C)OO[C@@]1(C)O2,10.3,4.987162775294828,CC(=O)[C@@]1(Cc2ccccc2)CC[C@]2(C)OO[C@@]1(C)O2
CC(=O)CCC1(Cc2ccccc2)[C@]2(C)OO[C@@]1(C)OO2,10.9,4.962573502059376,CC(=O)CCC1(Cc2ccccc2)[C@]2(C)OO[C@@]1(C)OO2
Cc1ccc(C(C)C2[C@]3(C)OO[C@@]2(C)OO3)cc1,30.9,4.510041520575165,Cc1ccc(C(C)C2[C@]3(C)OO[C@@]2(C)OO3)cc1
CCN(CC)CCCC(C)Nc1c2c3ccccc3nc-2n(C)c2ccc(Cl)cc12,11740.0,1.9303319030884047,CCN(CC)CCCC(C)Nc1c2c3ccccc3nc-2n(C)c2ccc(Cl)cc12
C[C@]12OO[C@](C)(OO1)C2CC1CO1,132.4,3.878112014896319,C[C@]12OO[C@](C)(OO1)C2CC1CO1
CC12CCC3(Cc4ccc([N+](=O)[O-])cc4)[C@@](C)(OO[C@]3(C)O1)O2,12.2,4.913640169325252,CC12CCC3(Cc4ccc([N+](=O)[O-])cc4)[C@@](C)(OO[C@]3(C)O1)O2
CC(=O)[C@@]1(Cc2ccc(Cl)cc2)CC[C@]2(C)OO[C@@]1(C)O2,11.2,4.950781977329818,CC(=O)[C@@]1(Cc2ccc(Cl)cc2)CC[C@]2(C)OO[C@@]1(C)O2
CC[C@]12C[C@](CC(C)C)(OO1)OO2,20.9,4.679853713888946,CC[C@]12C[C@](CC(C)C)(OO1)OO2
COc1ccc(CC(C#N)(C#N)OOC(C)(C)C)cc1,40.6,4.391473966422806,COc1ccc(CC(C#N)(C#N)OOC(C)(C)C)cc1
CC(c1ccccc1)C1[C@]2(C)OO[C@@]1(C)OO2,18.8,4.72584215073632,CC(c1ccccc1)C1[C@]2(C)OO[C@@]1(C)OO2
CC(c1ccc(Br)cc1)C1[C@]2(C)OO[C@@]1(C)OO2,33.6,4.4736607226101555,CC(c1ccc(Br)cc1)C1[C@]2(C)OO[C@@]1(C)OO2
CCOC(=O)C(Cc1ccccc1)(OOC(C)(C)C)C(=O)OCC,59.1,4.228412519118745,CCOC(=O)C(Cc1ccccc1)(OOC(C)(C)C)C(=O)OCC
C#CCC12CCC3(C)O[C@]1(C)OO[C@]2(C)O3,82.4,4.084072788302884,C#CCC12CCC3(C)O[C@]1(C)OO[C@]2(C)O3
C[C@]12OO[C@](C)(OO1)C2CCC(=O)N1CCOCC1,36.9,4.432973633840939,C[C@]12OO[C@](C)(OO1)C2CCC(=O)N1CCOCC1
Cn1c2nc3ccccc3c-2c(NCCCN2CCN(CCCNc3c4c5ccccc5nc-4n(C)c4ccc(Cl)cc34)CC2)c2cc(Cl)ccc21,3420.0,2.465973893943865,Cn1c2nc3ccccc3c-2c(NCCCN2CCN(CCCNc3c4c5ccccc5nc-4n(C)c4ccc(Cl)cc34)CC2)c2cc(Cl)ccc21
CC(C)(C)OOC(C#N)(C#N)Cc1ccc(Cl)cc1,19.3,4.714442690992226,CC(C)(C)OOC(C#N)(C#N)Cc1ccc(Cl)cc1
CC(c1ccc2ccccc2c1)C1[C@]2(C)OO[C@@]1(C)OO2,35.5,4.449771646944906,CC(c1ccc2ccccc2c1)C1[C@]2(C)OO[C@@]1(C)OO2
CCN(CC)CCCC(C)Nc1c2c3ccccc3nc-2n(C)c2cc(Cl)ccc12,19.26,4.715343717211484,CCN(CC)CCCC(C)Nc1c2c3ccccc3nc-2n(C)c2cc(Cl)ccc12
CC(C)(C)OOC(C#N)(C#N)C1CCCC1,122.9,3.9104481171135457,CC(C)(C)OOC(C#N)(C#N)C1CCCC1
COc1ccc([C@]23OO[C@@]4(C)OC(C)(CCC42)O3)cc1,11.7,4.931814138253838,COc1ccc([C@]23OO[C@@]4(C)OC(C)(CCC42)O3)cc1
C=CCC1[C@]2(C)OO[C@@]1(C)OO2,49.8,4.302770657240282,C=CCC1[C@]2(C)OO[C@@]1(C)OO2
CC(=O)CCC1(Cc2ccc([N+](=O)[O-])cc2)[C@]2(C)OO[C@@]1(C)OO2,23.6,4.627087997029894,CC(=O)CCC1(Cc2ccc([N+](=O)[O-])cc2)[C@]2(C)OO[C@@]1(C)OO2
C[C@]12OO[C@](C)(OO1)C2CCC(=O)NC12CC3CC(CC(C3)C1)C2,33.3,4.47755576649368,C[C@]12OO[C@](C)(OO1)C2CCC(=O)NC12CC3CC(CC(C3)C1)C2
Cn1c2nc3ccccc3c-2c(Nc2ccc(C(F)(F)F)cc2)c2ccccc21,3730.0,2.428291168191312,Cn1c2nc3ccccc3c-2c(Nc2ccc(C(F)(F)F)cc2)c2ccccc21
CC(=O)CCC1(Cc2ccc(Cl)cc2)[C@]2(C)OO[C@@]1(C)OO2,15.4,4.8124792791635365,CC(=O)CCC1(Cc2ccc(Cl)cc2)[C@]2(C)OO[C@@]1(C)OO2
CC(C)C[C@]12OO[C@](C)(OO1)C2C,20.8,4.681936665037238,CC(C)C[C@]12OO[C@](C)(OO1)C2C
CC(C)(C)[C@]12C[C@](C(C)(C)C)(OO1)OO2,12.1,4.91721462968355,CC(C)(C)[C@]12C[C@](C(C)(C)C)(OO1)OO2
CCCC[C@]1(C(C)=O)CC[C@]2(C)OO[C@@]1(C)O2,12.2,4.913640169325252,CCCC[C@]1(C(C)=O)CC[C@]2(C)OO[C@@]1(C)O2
CC(C)N(Cc1ccccc1)CC1CCc2cc(CCl)c([N+](=O)[O-])cc2N1,11.1,4.954677021213342,CC(C)N(Cc1ccccc1)CC1CCc2cc(CCl)c([N+](=O)[O-])cc2N1
CCCCCCC1[C@]2(C)OO[C@@]1(C)OO2,61.5,4.211124884224583,CCCCCCC1[C@]2(C)OO[C@@]1(C)OO2
C/C=C/c1cc(OC)c2c(c1)C(C)C(c1ccc(O)c(OC)c1)O2,53.5,4.2716462179787715,C/C=C/c1cc(OC)c2c(c1)C(C)C(c1ccc(O)c(OC)c1)O2
C[C@@H](CNC1=CC(=C(C#N)C2=NC3=C(C=C(F)C(F)=C3)N12)C(F)(F)F)C1=CC=CC=C1,0.21,6.6777807052660805,C[C@@H](CNc1cc(C(F)(F)F)c(C#N)c2nc3cc(F)c(F)cc3n12)c1ccccc1
FC1=CC2=C(C=C1F)N1C(=N2)C(C#N)=C(C=C1NCC1(CC1)C1=CC=CC=C1)C(F)(F)F,0.11,6.958607314841775,N#Cc1c(C(F)(F)F)cc(NCC2(c3ccccc3)CC2)n2c1nc1cc(F)c(F)cc12
CC(CNC1=CC(=C(C#N)C2=NC3=C(C=C(F)C(F)=C3)N12)C(F)(F)F)C1=CC=C(F)C=C1,0.1,7.0,CC(CNc1cc(C(F)(F)F)c(C#N)c2nc3cc(F)c(F)cc3n12)c1ccc(F)cc1
C[C@@H](CNC1=CC(=C(C#N)C2=NC3=C(C=C(F)C(F)=C3)N12)C(F)(F)F)C1=CC=C(F)C=C1,0.11,6.958607314841775,C[C@@H](CNc1cc(C(F)(F)F)c(C#N)c2nc3cc(F)c(F)cc3n12)c1ccc(F)cc1
CC(CNC1=CC(=C(C#N)C2=NC3=C(C=C(F)C(F)=C3)N12)C(F)(F)F)C1=CC=C(Cl)C=C1,0.11,6.958607314841775,CC(CNc1cc(C(F)(F)F)c(C#N)c2nc3cc(F)c(F)cc3n12)c1ccc(Cl)cc1
FC(F)(F)C1=CC(NC(=O)NC2=CC=C(Cl)C(=C2)C(F)(F)F)=CC=C1Cl,0.3,6.522878745280337,O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)Nc1ccc(Cl)c(C(F)(F)F)c1
FC(F)(F)C1=CC=C(Cl)C(NC(=O)NC2=CC=C(Cl)C(=C2)C(F)(F)F)=C1,0.3,6.522878745280337,O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)Nc1cc(C(F)(F)F)ccc1Cl
FC(F)(F)C1=CC(NC(=O)NC2=CC(=CC=C2Cl)S(F)(F)(F)(F)F)=CC=C1Cl,0.3,6.522878745280337,O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)Nc1cc(S(F)(F)(F)(F)F)ccc1Cl
FS(F)(F)(F)(F)C1=CC(NC(=O)NC2=CC=C(Cl)C(=C2)S(F)(F)(F)(F)F)=CC=C1Cl,0.2,6.698970004336019,O=C(Nc1ccc(Cl)c(S(F)(F)(F)(F)F)c1)Nc1ccc(Cl)c(S(F)(F)(F)(F)F)c1
FS(F)(F)(F)(F)C1=CC=C(Cl)C(NC(=O)NC2=CC(=CC=C2Cl)S(F)(F)(F)(F)F)=C1,1.4,5.853871964321762,O=C(Nc1cc(S(F)(F)(F)(F)F)ccc1Cl)Nc1cc(S(F)(F)(F)(F)F)ccc1Cl
FS(F)(F)(F)(F)C1=C(Cl)C(NC(=O)NC2=CC=CC(=C2Cl)S(F)(F)(F)(F)F)=CC=C1,1.6,5.795880017344075,O=C(Nc1cccc(S(F)(F)(F)(F)F)c1Cl)Nc1cccc(S(F)(F)(F)(F)F)c1Cl
FS(F)(F)(F)(F)C1=CC(NC(=O)NC2=CC=C(Cl)C=C2)=C(Cl)C=C1,0.5,6.301029995663981,O=C(Nc1ccc(Cl)cc1)Nc1cc(S(F)(F)(F)(F)F)ccc1Cl
FS(F)(F)(F)(F)C1=CC(NC(=O)NC2=CC=C(Cl)C=C2)=CC=C1Cl,0.4,6.3979400086720375,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(S(F)(F)(F)(F)F)c1
FS(F)(F)(F)(F)C1=CC=C(NC(=O)NC2=CC=C(Cl)C(Cl)=C2)C=C1,0.4,6.3979400086720375,O=C(Nc1ccc(S(F)(F)(F)(F)F)cc1)Nc1ccc(Cl)c(Cl)c1
FS(F)(F)(F)(F)C1=CC(NC(=O)NC2=CC=C(Cl)C=C2)=CC=C1,0.3,6.522878745280337,O=C(Nc1ccc(Cl)cc1)Nc1cccc(S(F)(F)(F)(F)F)c1
FS(F)(F)(F)(F)C1=CC=C(NC(=O)NC2=CC=C(Cl)C=C2)C=C1,0.6,6.221848749616356,O=C(Nc1ccc(Cl)cc1)Nc1ccc(S(F)(F)(F)(F)F)cc1
FC(F)(F)C1=CC=C(NC(=O)NC2=CC=CC(=C2)S(F)(F)(F)(F)F)C=C1,0.2,6.698970004336019,O=C(Nc1ccc(C(F)(F)F)cc1)Nc1cccc(S(F)(F)(F)(F)F)c1
FS(F)(F)(F)(F)C1=CC=C(NC(=O)NC2=CC=CC(=C2)S(F)(F)(F)(F)F)C=C1,0.3,6.522878745280337,O=C(Nc1ccc(S(F)(F)(F)(F)F)cc1)Nc1cccc(S(F)(F)(F)(F)F)c1
FS(F)(F)(F)(F)C1=CC=C(NC(=O)NC2=CC=C(C=C2)S(F)(F)(F)(F)F)C=C1,0.3,6.522878745280337,O=C(Nc1ccc(S(F)(F)(F)(F)F)cc1)Nc1ccc(S(F)(F)(F)(F)F)cc1
FS(F)(F)(F)(F)C1=CC(NC(=O)NC2=CC=CC(Cl)=C2)=CC=C1,0.4,6.3979400086720375,O=C(Nc1cccc(Cl)c1)Nc1cccc(S(F)(F)(F)(F)F)c1
FC(F)(F)C1=CC=CC=C1NC(=O)NC1=CC=C(C=C1)S(F)(F)(F)(F)F,0.3,6.522878745280337,O=C(Nc1ccc(S(F)(F)(F)(F)F)cc1)Nc1ccccc1C(F)(F)F
FS(F)(F)(F)(F)C1=CC=C(NC(=O)NC2=CC=CC=C2S(F)(F)(F)(F)F)C=C1,0.6,6.221848749616356,O=C(Nc1ccc(S(F)(F)(F)(F)F)cc1)Nc1ccccc1S(F)(F)(F)(F)F
ClC1=CC=C(NC(=O)NC2=CC3=C(C=C2)N=NS3)C=C1Cl,0.5,6.301029995663981,O=C(Nc1ccc(Cl)c(Cl)c1)Nc1ccc2nnsc2c1
FC(F)(F)C1=CC(NC(=O)NC2=CC3=C(C=C2)N=NS3)=CC=C1Cl,0.2,6.698970004336019,O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)Nc1ccc2nnsc2c1
FS(F)(F)(F)(F)C1=CC(NC(=O)NC2=CC3=C(C=C2)N=NS3)=C(Cl)C=C1,0.1,7.0,O=C(Nc1ccc2nnsc2c1)Nc1cc(S(F)(F)(F)(F)F)ccc1Cl
FS(F)(F)(F)(F)C1=CC=C(NC(=O)NC2=CC3=C(C=C2)N=NS3)C=C1,0.4,6.3979400086720375,O=C(Nc1ccc(S(F)(F)(F)(F)F)cc1)Nc1ccc2nnsc2c1
